"id","feat_sampled","feat_sampled_wgt","feat_selected","feat_selected_wgt","imp","imp_wgt"
"55122_at",8,7.78497534912467,5,4.89129090899642,0.625,0.628298830714524
"55876_at",16,15.5087321400046,10,9.64172709742404,0.625,0.621696668069551
"57007_at",16,15.4548006199952,10,9.63490768351338,0.625,0.623424909865733
"57092_at",16,15.5178528404923,10,9.70254156921,0.625,0.625250262967579
"57224_at",8,7.78971884711552,5,4.85329828011566,0.625,0.623038953698926
"5893_at",16,15.4618962986248,10,9.71424403636531,0.625,0.628269899677785
"59339_at",16,15.5893636817937,10,9.70966760166426,0.625,0.622839251162244
"6208_at",8,7.68603315769376,5,4.74924668125683,0.625,0.617906088071297
"6920_at",24,23.2425066334239,15,14.4866510056809,0.625,0.623282644774998
"692227_at",8,7.73553630432238,5,4.85865484861706,0.625,0.628095410256454
"6928_at",8,7.6548334522991,5,4.82835238246196,0.625,0.63075864583465
"729830_at",16,15.3092647884436,10,9.68738088543377,0.625,0.632778975300396
"729852_at",8,7.81628977347634,5,4.87606208272932,0.625,0.623833330652052
"79025_at",8,7.77577693075262,5,4.88415906242629,0.625,0.628124894261024
"8988_at",16,15.4484915632036,10,9.65404569319008,0.625,0.624918339353264
"90952_at",16,15.4254859638987,10,9.63556005817785,0.625,0.624651961094035
"9175_at",16,15.41239830719,10,9.68145058273255,0.625,0.628159900215922
"9383_at",8,7.82261627839426,5,4.89414692385542,0.625,0.625640674383179
"9569_at",16,15.0617090464668,10,9.40589418593216,0.625,0.62449049818411
"9681_at",16,15.5442630187158,10,9.66485467420916,0.625,0.621763454630968
"22849_at",21,20.3870005548987,13,12.593972999944,0.619047619047619,0.617745262037472
"7367_at",21,20.0713424597471,13,12.3643197153061,0.619047619047619,0.616018571757352
"11179_at",13,12.4653122523477,8,7.68938807758494,0.615384615384615,0.61686285284484
"11261_at",13,12.6911589957141,8,7.79169415836152,0.615384615384615,0.613946619138004
"1846_at",13,12.68217893013,8,7.84003571427972,0.615384615384615,0.61819311629909
"23082_at",13,12.573611108239,8,7.7517950074074,0.615384615384615,0.616513024037142
"23212_at",13,12.592128582467,8,7.69363138335775,0.615384615384615,0.610987358727434
"23368_at",13,12.6165286242003,8,7.71155049257928,0.615384615384615,0.611226013293974
"2444_at",13,12.4504104149927,8,7.60880465590946,0.615384615384615,0.611128822448052
"25911_at",13,12.4703826289892,8,7.74219405770375,0.615384615384615,0.620846552030079
"275_at",13,12.4865219402429,8,7.6416688100203,0.615384615384615,0.611993383473096
"388335_at",13,12.7232430401341,8,7.83904416598303,0.615384615384615,0.616119973599152
"51117_at",13,12.632487318977,8,7.81624659791598,0.615384615384615,0.618741693583505
"51258_at",13,12.2908127923895,8,7.6261901777593,0.615384615384615,0.620478914338477
"516_at",13,12.4699180155836,8,7.67228414368618,0.615384615384615,0.615263399013381
"55735_at",13,12.303240203858,8,7.55678199942084,0.615384615384615,0.614210718006724
"5593_at",13,12.5261498276323,8,7.6827173258957,0.615384615384615,0.613334299175304
"5698_at",13,12.6307660127995,8,7.76445826043748,0.615384615384615,0.614725841058989
"57149_at",13,12.4033637102256,8,7.53199040731246,0.615384615384615,0.607253853331975
"6194_at",13,12.6477983930551,8,7.74934895707796,0.615384615384615,0.612703390444072
"6242_at",13,12.65328254575,8,7.84760214625469,0.615384615384615,0.620202869720199
"79705_at",13,12.6135956986154,8,7.73628445900672,0.615384615384615,0.613329033517059
"79782_at",13,12.6570229592023,8,7.75556613306202,0.615384615384615,0.61274804968441
"8270_at",13,12.5785008898265,8,7.7260563276195,0.615384615384615,0.61422711619541
"84886_at",13,12.2403767490563,8,7.62617872685653,0.615384615384615,0.623034640452918
"100128822_at",18,17.4998317093742,11,10.7617273491072,0.611111111111111,0.614961762366114
"10467_at",18,17.3441191374247,11,10.7090185307241,0.611111111111111,0.617443782867962
"1793_at",18,17.3412378081721,11,10.5121119421322,0.611111111111111,0.606191556705274
"214_at",18,17.4621544496356,11,10.7280543486983,0.611111111111111,0.614360294409273
"2170_at",18,17.4828666258459,11,10.6305085267995,0.611111111111111,0.608052944308564
"389320_at",18,17.3112297582928,11,10.5265877284354,0.611111111111111,0.608078563765389
"414235_at",18,17.5826979788893,11,10.728345922415,0.611111111111111,0.610164943701814
"4714_at",18,17.270740207907,11,10.7672134368569,0.611111111111111,0.623436708979466
"5440_at",18,17.4061576564424,11,10.5601658517917,0.611111111111111,0.606691382453563
"55922_at",18,17.5567350386939,11,10.7286247373973,0.611111111111111,0.611083137824436
"6510_at",18,17.1517876872822,11,10.5505300114704,0.611111111111111,0.61512713449068
"6789_at",18,17.4036497802474,11,10.6878189350455,0.611111111111111,0.614113652595781
"8527_at",18,17.3195104026539,11,10.5694016216614,0.611111111111111,0.610259838525333
"90594_at",18,17.4582010830229,11,10.6604222538438,0.611111111111111,0.610625470697002
"64784_at",23,21.9087650853312,14,13.2247705405326,0.608695652173913,0.603629209087054
"100188893_at",10,9.7624701441465,6,5.87977912005093,0.6,0.602283954084756
"10443_at",5,4.74747413163685,3,2.85653886209066,0.6,0.601696561768473
"10444_at",10,9.70670464592697,6,5.7897607406573,0.6,0.596470269968165
"10475_at",5,4.90010449317962,3,2.93829575903104,0.6,0.59963940832707
"10528_at",15,14.4020928869649,9,8.60748091971673,0.6,0.597654867752398
"10924_at",15,14.4940420269994,9,8.80837547375648,0.6,0.60772388111945
"10938_at",5,4.62441327292198,3,2.74954621338305,0.6,0.594571905907043
"10953_at",15,14.2114843361852,9,8.51626626204802,0.6,0.599252411682567
"11016_at",5,4.7852971871162,3,2.82037724139366,0.6,0.58938392561849
"1124_at",15,14.0920795950249,9,8.42630448013157,0.6,0.597946131606185
"114897_at",5,4.88617809223549,3,2.93224866245468,0.6,0.600110885666293
"126823_at",10,9.6623247523717,6,5.86722943118727,0.6,0.607227513207637
"127733_at",5,4.80008790970526,3,2.92522085016632,0.6,0.609409849401267
"134285_at",10,9.58782302789811,6,5.71359502262062,0.6,0.595922036315806
"146923_at",5,4.8750770843359,3,2.91906668347429,0.6,0.598773441522297
"152992_at",5,4.89154101744477,3,2.92908654703999,0.6,0.598806498114592
"158584_at",15,14.639456943841,9,8.79520814957686,0.6,0.600787869612685
"161291_at",10,9.70895773707673,6,5.87219160500244,0.6,0.604822037959607
"1783_at",5,4.87871811473553,3,2.93095462781474,0.6,0.600763265859156
"1947_at",5,4.7724297598049,3,2.82692240129806,0.6,0.592344475157583
"222643_at",5,4.88579189583563,3,2.9308186812057,0.6,0.599865639734627
"23112_at",10,9.74089938155132,6,5.83576335344706,0.6,0.599099028217009
"23398_at",10,9.57855679313363,6,5.84260190623465,0.6,0.609966828241067
"23471_at",10,9.72563750036876,6,5.84704474904851,0.6,0.601199124358358
"253260_at",10,9.73255318842411,6,5.81492231144789,0.6,0.597471413602358
"2581_at",10,9.73245258942019,6,5.87510202743669,0.6,0.603660996388855
"25849_at",10,9.74348198306803,6,5.87897565780702,0.6,0.603375227462149
"25854_at",5,4.88835272798618,3,2.94114880765728,0.6,0.601664603869314
"25864_at",5,4.86120920891845,3,2.90987071751591,0.6,0.59858989655854
"25979_at",5,4.86628484067931,3,2.92987133255371,0.6,0.602075593286626
"26151_at",5,4.85847008673676,3,2.90833885041482,0.6,0.598612073038044
"26278_at",20,19.353163614511,12,11.6010960094251,0.6,0.599441840130291
"27333_at",20,19.2784762554642,12,11.5865419485508,0.6,0.60100921851989
"280636_at",10,9.6966297027813,6,5.87782830407003,0.6,0.606172297410108
"284346_at",20,19.5097644619301,12,11.7655409933742,0.6,0.603059099782193
"29090_at",5,4.81414055248736,3,2.84815273852196,0.6,0.591622265172624
"29894_at",5,4.81890836102234,3,2.93749839296248,0.6,0.609577558420157
"3204_at",5,4.7781547892934,3,2.89144545884454,0.6,0.605138507719238
"3475_at",15,14.3504990777058,9,8.69213745498931,0.6,0.605702798761402
"4005_at",5,4.81492973910304,3,2.89051060583172,0.6,0.600322489102444
"4071_at",15,14.5439188598047,9,8.71904118081832,0.6,0.599497375147995
"441478_at",15,14.4435437565746,9,8.67226992338044,0.6,0.600425357484232
"4600_at",10,9.63072328097095,6,5.74215502080414,0.6,0.596232998631565
"4713_at",5,4.63217714859146,3,2.89059314793642,0.6,0.624024741544132
"5091_at",15,14.5115575459308,9,8.69400716612813,0.6,0.599109167889842
"51115_at",5,4.8770920631948,3,2.93591697562227,0.6,0.601981044766061
"51422_at",5,4.89722620950652,3,2.93543520983909,0.6,0.599407722710624
"51474_at",10,9.58011787199464,6,5.76834233900283,0.6,0.60211600901752
"51701_at",5,4.88966076859674,3,2.93255724061186,0.6,0.599746563083856
"5347_at",5,4.88931884681521,3,2.93218940171196,0.6,0.599713271639448
"53838_at",5,4.81601204238589,3,2.85103804739661,0.6,0.591991469768872
"54941_at",10,9.73912810453204,6,5.83346572898516,0.6,0.598972070843857
"55251_at",5,4.84735612865826,3,2.9405305549283,0.6,0.60662564847329
"55279_at",10,9.74333620927677,6,5.8769787791053,0.6,0.603179306643421
"55357_at",5,4.89870588651205,3,2.94067698676884,0.6,0.600296701801514
"55732_at",5,4.90058939365615,3,2.93806863874746,0.6,0.599533730075571
"55930_at",5,4.84051162289478,3,2.93297257192087,0.6,0.605922018252868
"56980_at",15,14.5214493767604,9,8.65217016027665,0.6,0.595820013264189
"57209_at",15,14.4052291280928,9,8.72638583368313,0.6,0.605779037326458
"5818_at",5,4.8706990461101,3,2.91187609952843,0.6,0.59783535627272
"6158_at",10,9.68119582028179,6,5.78885482352265,0.6,0.597948324874825
"6192_at",10,9.74048738545637,6,5.87760171285523,0.6,0.603419672985886
"6282_at",20,19.2534405653186,12,11.6046657025355,0.6,0.602732050054423
"64288_at",20,19.4294243623761,12,11.6004111522088,0.6,0.597053774514921
"6470_at",5,4.8253491826069,3,2.86386364014,0.6,0.593503916869451
"64856_at",10,9.63638048241566,6,5.73439290233985,0.6,0.595077468433702
"65268_at",10,9.708526150961,6,5.78494706904967,0.6,0.595862541759446
"66005_at",10,9.56748001179431,6,5.79923467174551,0.6,0.606140244306391
"664_at",5,4.66838867974073,3,2.82206526584321,0.6,0.60450520713711
"6877_at",5,4.83801411630566,3,2.88109465036099,0.6,0.595511832148397
"7089_at",5,4.71261508782508,3,2.74751541213376,0.6,0.583012904922342
"745_at",5,4.84663353208114,3,2.91680518491389,0.6,0.601820865061655
"79004_at",15,14.6151349786559,9,8.79005636199143,0.6,0.601435181736504
"79134_at",15,14.4756985274732,9,8.68377294170265,0.6,0.599886280114348
"79630_at",10,9.53746514897519,6,5.73778535135923,0.6,0.601604856398952
"79762_at",20,19.3268449453064,12,11.5632066138978,0.6,0.598297686281481
"7993_at",5,4.7849631909977,3,2.89615821950497,0.6,0.605262382154522
"79962_at",10,9.52954495990774,6,5.79646711096782,0.6,0.608262738184713
"80237_at",5,4.84001926369408,3,2.88473616875121,0.6,0.596017497366213
"80298_at",5,4.78804970241632,3,2.8912235256513,0.6,0.60384158589503
"84080_at",10,9.60811322733425,6,5.75557482679969,0.6,0.599032785170098
"84661_at",10,9.63807013904045,6,5.71680350312316,0.6,0.593148153172945
"8470_at",5,4.901182448715,3,2.94271847208074,0.6,0.600409901666132
"84967_at",20,19.2970666223342,12,11.4827102454248,0.6,0.595049520746061
"84988_at",5,4.75245583539793,3,2.93858343997018,0.6,0.618329457810549
"8621_at",15,14.6372799855955,9,8.83024426345603,0.6,0.603270844866385
"8773_at",5,4.85937331179953,3,2.93687657146764,0.6,0.604373523708565
"90784_at",5,4.75441306311645,3,2.81340950352101,0.6,0.591746965644769
"9087_at",10,9.69724844911231,6,5.77140192960633,0.6,0.59515871537092
"915_at",5,4.87462209893363,3,2.92073595880208,0.6,0.599171771580204
"962_at",10,9.55203983631561,6,5.79114989784584,0.6,0.60627363338966
"9697_at",5,4.80070883394404,3,2.84394181268539,0.6,0.592400395661767
"9797_at",5,4.83472291544671,3,2.89622420353664,0.6,0.59904657499261
"9985_at",5,4.75962167740929,3,2.89452052949285,0.6,0.608140882967902
"9988_at",5,4.80317398211947,3,2.87853898713748,0.6,0.599299337865602
"3203_at",22,21.3739832681108,13,12.6303366811797,0.590909090909091,0.590921052138359
"5349_at",22,21.2401497290055,13,12.5956549958409,0.590909090909091,0.593011591563325
"102800310_at",17,16.5348116700174,10,9.68491418495071,0.588235294117647,0.585728726654466
"252969_at",17,16.506127042781,10,9.66575247366716,0.588235294117647,0.585585731202434
"257629_at",17,16.346326306471,10,9.54986029208706,0.588235294117647,0.584220583453454
"25873_at",17,16.3008328128977,10,9.63226354766728,0.588235294117647,0.590906222904509
"26872_at",17,16.5092170811092,10,9.72732515315517,0.588235294117647,0.589205720983929
"27147_at",17,16.4170955293465,10,9.77474455131333,0.588235294117647,0.595400357745401
"79654_at",17,16.1914846190582,10,9.49839547739787,0.588235294117647,0.586629064651539
"92291_at",17,16.2934752267772,10,9.70950054164169,0.588235294117647,0.595913419727966
"100131564_at",12,11.5252684345848,7,6.68741805876641,0.583333333333333,0.580239679164342
"10227_at",12,11.5402228539218,7,6.74792160425693,0.583333333333333,0.584730614796035
"1030_at",12,11.6362640721401,7,6.79648018272616,0.583333333333333,0.584077513245726
"114757_at",12,11.5955448165619,7,6.75603129872526,0.583333333333333,0.582640264481202
"124411_at",12,11.6589806402656,7,6.84960166617305,0.583333333333333,0.587495757778103
"134266_at",12,11.2020466266373,7,6.47248731020015,0.583333333333333,0.577795069591057
"1434_at",12,11.6920841015508,7,6.80591241907273,0.583333333333333,0.582095746144182
"23303_at",12,11.4061544048187,7,6.77700474201626,0.583333333333333,0.594153340511786
"283149_at",12,11.5156502799692,7,6.73063976311513,0.583333333333333,0.584477610858213
"285758_at",24,22.8987962985721,14,13.331189662763,0.583333333333333,0.582178621484761
"3489_at",12,11.3854469481866,7,6.67234999021184,0.583333333333333,0.586041990321211
"3955_at",12,11.3904416009386,7,6.58186883153562,0.583333333333333,0.577841409677503
"4208_at",12,11.5027488938325,7,6.69715680700893,0.583333333333333,0.582222290412666
"4283_at",12,11.5291579305207,7,6.63216818783088,0.583333333333333,0.575251742390812
"5051_at",12,11.534315266388,7,6.70449331640436,0.583333333333333,0.581264961253648
"51157_at",12,11.6087020621247,7,6.73401878915825,0.583333333333333,0.580083695241789
"5355_at",12,11.4977893471926,7,6.69527130398554,0.583333333333333,0.582309442433844
"5547_at",12,11.4901854433508,7,6.70443288971293,0.583333333333333,0.58349213968454
"5608_at",12,11.723163873258,7,6.86228977168572,0.583333333333333,0.585361583773427
"57132_at",12,11.5441091243052,7,6.79299307802531,0.583333333333333,0.588438051380093
"6103_at",12,11.4203947948348,7,6.52426167965998,0.583333333333333,0.5712816235224
"64061_at",12,11.4590776551825,7,6.85583784080212,0.583333333333333,0.598288801865433
"7045_at",12,11.6028767087837,7,6.85900103903689,0.583333333333333,0.591146593313744
"79829_at",12,11.5281593279892,7,6.76202912973022,0.583333333333333,0.586566245082396
"8242_at",12,11.6581106005678,7,6.84715480061979,0.583333333333333,0.587329717071502
"83442_at",12,11.5226286861361,7,6.70591497034417,0.583333333333333,0.5819778761432
"8519_at",12,11.5448917173792,7,6.72890143984571,0.583333333333333,0.582846648073479
"8724_at",12,11.5873015916255,7,6.70176928829126,0.583333333333333,0.578371869869585
"9184_at",12,11.6653414476142,7,6.81617035854753,0.583333333333333,0.584309545430543
"11340_at",19,18.4870326214521,11,10.6459418738459,0.578947368421053,0.575859960429372
"397_at",19,18.2502490584936,11,10.5646392957441,0.578947368421053,0.578876445021851
"51602_at",19,18.374597362435,11,10.5760269527781,0.578947368421053,0.575578704891772
"5230_at",19,18.5514138430759,11,10.7302783423858,0.578947368421053,0.578407577619253
"5880_at",19,18.388938917711,11,10.740398114805,0.578947368421053,0.584068399099448
"79639_at",19,18.2381284942095,11,10.6089580477,0.578947368421053,0.581691156034364
"8345_at",19,18.420302358053,11,10.6088199435472,0.578947368421053,0.575930825527913
"6119_at",26,24.9343354793695,15,14.5312564950606,0.576923076923077,0.58278098115282
"10558_at",14,13.4433439124591,8,7.73961958182735,0.571428571428571,0.575721311023993
"130814_at",7,6.73790404591977,4,3.83797222875969,0.571428571428571,0.569609214171553
"130888_at",7,6.68036946096899,4,3.74125252296202,0.571428571428571,0.56003676814895
"147184_at",14,13.4421569022854,8,7.75088682007079,0.571428571428571,0.576610351777177
"168537_at",7,6.82345241527077,4,3.90746330389054,0.571428571428571,0.572651945977627
"1969_at",7,6.81409865188601,4,3.92206000263523,0.571428571428571,0.575580161515519
"2280_at",14,13.5665644679105,8,7.76975783530304,0.571428571428571,0.572713737046777
"23015_at",7,6.82782608898713,4,3.89451657411818,0.571428571428571,0.570388952993369
"23597_at",7,6.71721867324494,4,3.81712452637945,0.571428571428571,0.568259678903006
"25994_at",7,6.80047582634689,4,3.86405569029384,0.571428571428571,0.568203724116398
"26511_at",7,6.76432181594631,4,3.91770916462781,0.571428571428571,0.579172498178923
"271_at",14,13.5354090699457,8,7.71903798610482,0.571428571428571,0.570284794956387
"2766_at",7,6.83223757960084,4,3.89159456948306,0.571428571428571,0.569592980944088
"284454_at",7,6.7874904992584,4,3.90485219074746,0.571428571428571,0.575301312196916
"284611_at",7,6.83238694978768,4,3.90632201433738,0.571428571428571,0.571736062820442
"3206_at",7,6.76101793573683,4,3.8771090893132,0.571428571428571,0.573450496088747
"35_at",21,20.0504179012586,12,11.4804852069788,0.571428571428571,0.572580844125856
"3665_at",7,6.64905742410525,4,3.80404052444578,0.571428571428571,0.572117261411333
"387718_at",7,6.8507386444629,4,3.91143987467325,0.571428571428571,0.570951553937131
"4320_at",7,6.73688864189259,4,3.82334836125604,0.571428571428571,0.567524352040047
"4324_at",14,13.6926923459694,8,7.82457881251708,0.571428571428571,0.571441949823719
"5256_at",14,13.367766871014,8,7.71457014945044,0.571428571428571,0.577102385453647
"54868_at",7,6.76593113502125,4,3.82092712440169,0.571428571428571,0.564730418940288
"54977_at",7,6.76833249374383,4,3.82867162777669,0.571428571428571,0.565674282597027
"619351_at",7,6.66300890751586,4,3.91111681160521,0.571428571428571,0.586989581717874
"63874_at",14,13.587288933987,8,7.77007784012244,0.571428571428571,0.571863738077029
"6416_at",7,6.81291179148194,4,3.9062655599555,0.571428571428571,0.573362121734709
"64328_at",7,6.6534523112182,4,3.71912416664656,0.571428571428571,0.558976602323555
"64881_at",7,6.81034097708493,4,3.90844648672464,0.571428571428571,0.573898795945104
"6533_at",14,13.4990881138467,8,7.63648028635819,0.571428571428571,0.56570341803496
"79719_at",14,13.6119959002122,8,7.7344495517524,0.571428571428571,0.568208336856156
"80183_at",7,6.74225969804398,4,3.85900907888021,0.571428571428571,0.572361382045216
"83452_at",7,6.78048389336661,4,3.86029591333017,0.571428571428571,0.569324545864156
"8780_at",14,13.5223914890951,8,7.67252671072612,0.571428571428571,0.567394215506445
"8887_at",7,6.71879199937123,4,3.81502077348776,0.571428571428571,0.567813495914859
"8910_at",7,6.73829215764166,4,3.83087296046014,0.571428571428571,0.568522834991012
"9278_at",14,13.6818259203494,8,7.84435059031879,0.571428571428571,0.573340914873916
"9427_at",14,13.5382770344993,8,7.79587583499889,0.571428571428571,0.575839585431205
"9518_at",14,13.7032042127013,8,7.83136177197168,0.571428571428571,0.57149858167573
"9527_at",7,6.79749416936327,4,3.86935815645931,0.571428571428571,0.569233023236526
"9_at",14,13.4925009137216,8,7.83415405323911,0.571428571428571,0.580630240704445
"10039_at",16,15.629386445265,9,8.81154033398355,0.5625,0.563780309920808
"10523_at",16,15.349679260948,9,8.53894895504784,0.5625,0.556294943358996
"113452_at",16,15.4860836693258,9,8.69770638591303,0.5625,0.561646609409781
"22882_at",16,15.4782476171584,9,8.6284454605785,0.5625,0.557456223339743
"26471_at",16,15.504230118069,9,8.68972594732476,0.5625,0.560474520898497
"30061_at",16,15.3544070806709,9,8.79332066741675,0.5625,0.572690343639929
"4141_at",16,15.4509741957611,9,8.60738488525626,0.5625,0.557077163951103
"4642_at",16,15.2732047663111,9,8.46140646160012,0.5625,0.554003340560449
"4739_at",16,15.3189778325435,9,8.65324411414536,0.5625,0.564870855532049
"64425_at",16,15.4821547617541,9,8.68294104763324,0.5625,0.56083543804141
"8140_at",16,15.3470824588194,9,8.60622219893392,0.5625,0.560772526115429
"837_at",16,15.3794442573237,9,8.72210092844525,0.5625,0.567127184995114
"83879_at",16,15.4246058167268,9,8.65761470207981,0.5625,0.56128596120695
"100506710_at",18,17.2878063540341,10,9.53696010930969,0.555555555555556,0.551658198501525
"101927849_at",9,8.56415340150041,5,4.75548793115148,0.555555555555556,0.555278228705984
"121512_at",9,8.68365868050439,5,4.7684310098765,0.555555555555556,0.549126950438767
"135112_at",9,8.76249566042618,5,4.84215878389928,0.555555555555556,0.552600420193963
"1366_at",9,8.77865289988451,5,4.87359589238462,0.555555555555556,0.555164436726816
"140460_at",9,8.80440520995404,5,4.88404406482812,0.555555555555556,0.5547273152883
"1615_at",9,8.75423968486682,5,4.84871180001653,0.555555555555556,0.55387012174208
"203259_at",18,17.5215972076524,10,9.77674460982815,0.555555555555556,0.55798249976653
"2067_at",9,8.61789105160063,5,4.78461861823438,0.555555555555556,0.555195997441359
"2760_at",9,8.75157818374,5,4.8276079030192,0.555555555555556,0.55162712389277
"285093_at",9,8.79105975090914,5,4.87813833025737,0.555555555555556,0.554897642431891
"285148_at",9,8.2881956683126,5,4.55278628066606,0.555555555555556,0.549309700550658
"2878_at",18,17.4345883517615,10,9.65696841320487,0.555555555555556,0.553897127845247
"29091_at",9,8.71311771552116,5,4.89284199474126,0.555555555555556,0.561548937417129
"388906_at",9,8.70586782708227,5,4.79578098928239,0.555555555555556,0.550867654384052
"3909_at",18,17.4717305713583,10,9.73376120212758,0.555555555555556,0.557114886952543
"4582_at",9,8.71167516452351,5,4.79800429804137,0.555555555555556,0.550755647728952
"4756_at",9,8.70920480137558,5,4.85830432059273,0.555555555555556,0.55783558101945
"5073_at",9,8.62688972292901,5,4.77528677534009,0.555555555555556,0.553535159102368
"51634_at",18,17.313200677407,10,9.62741142493679,0.555555555555556,0.556073461188498
"54884_at",9,8.49561386536201,5,4.67069478056102,0.555555555555556,0.549777197337581
"56650_at",18,17.1522748407293,10,9.50483466004603,0.555555555555556,0.554144260647931
"57418_at",9,8.65978004266369,5,4.894110097765,0.555555555555556,0.565154088631979
"629_at",9,8.57554323240119,5,4.81805200129466,0.555555555555556,0.561836360767268
"6338_at",18,17.4386569373505,10,9.68970965903818,0.555555555555556,0.555645408579864
"647087_at",9,8.74511341292935,5,4.88634027974954,0.555555555555556,0.558750933124006
"7033_at",9,8.78361723883676,5,4.89359409814343,0.555555555555556,0.557127429973429
"7867_at",18,17.2570832288255,10,9.4183707683331,0.555555555555556,0.545768403816993
"7942_at",9,8.80561269500661,5,4.88334494481228,0.555555555555556,0.554571852516461
"79586_at",18,17.1449457885238,10,9.59509664049694,0.555555555555556,0.559645784760633
"8202_at",18,17.2615275504476,10,9.55881385565666,0.555555555555556,0.55376407607731
"8233_at",9,8.81094844199259,5,4.89428168425536,0.555555555555556,0.555477281075602
"8309_at",18,17.1465445498778,10,9.51924867807348,0.555555555555556,0.55517008983255
"83707_at",9,8.54441373096991,5,4.76411132109703,0.555555555555556,0.557570299273914
"84124_at",9,8.726808405193,5,4.80812183976784,0.555555555555556,0.550959940510061
"8450_at",18,17.4870460465833,10,9.74942012303789,0.555555555555556,0.557522413852326
"84989_at",18,17.3718614019983,10,9.67273349878112,0.555555555555556,0.556804666750822
"8744_at",9,8.77460834042965,5,4.87282257179466,0.555555555555556,0.555332202047443
"8818_at",18,17.4384162484672,10,9.70045742982943,0.555555555555556,0.556269404951386
"89849_at",18,17.3920135626861,10,9.65001696824086,0.555555555555556,0.554853348835043
"9275_at",9,8.77216145185076,5,4.8882865549908,0.555555555555556,0.5572499527992
"9633_at",9,8.78200186012974,5,4.86054544241254,0.555555555555556,0.55346668331732
"1836_at",20,19.3968207685759,11,10.6365616342218,0.55,0.548366238010186
"23760_at",20,19.1360882775759,11,10.3835189374344,0.55,0.542614498157495
"257407_at",20,19.1414949750414,11,10.525303493213,0.55,0.54986841450665
"5734_at",20,19.3075960394707,11,10.663750274008,0.55,0.552308544896424
"10209_at",11,10.7538840560549,6,5.85753544155792,0.545454545454545,0.544690217136929
"10451_at",11,10.5636134366509,6,5.78366072043416,0.545454545454545,0.547507796940726
"10466_at",11,10.361044977965,6,5.69982935822314,0.545454545454545,0.550121090135703
"1612_at",11,10.7088454650437,6,5.87548505117448,0.545454545454545,0.548657189082941
"1870_at",11,10.5803277315458,6,5.77883518480956,0.545454545454545,0.546186784704188
"2241_at",11,10.7265929835562,6,5.88081435754068,0.545454545454545,0.548246248045017
"22847_at",22,21.3982812809987,12,11.7169264693831,0.545454545454545,0.547563905508034
"23404_at",22,21.127359868801,12,11.5220576868302,0.545454545454545,0.545361926827637
"2746_at",11,10.4321820670079,6,5.78666457483635,0.545454545454545,0.55469359503769
"284252_at",11,10.683472443801,6,5.82628038755623,0.545454545454545,0.545354557537784
"285696_at",11,10.7063576045818,6,5.84127303888618,0.545454545454545,0.545589196122723
"388753_at",11,10.6476285936931,6,5.80731530853061,0.545454545454545,0.545409267183726
"400643_at",11,10.6132439186733,6,5.83161460612684,0.545454545454545,0.549465804311396
"4215_at",11,10.6966207699423,6,5.81749495777359,0.545454545454545,0.543862878089578
"5327_at",11,10.64460355776,6,5.75422899744421,0.545454545454545,0.540577107096615
"5438_at",11,10.608244013786,6,5.72366634612178,0.545454545454545,0.539548895998577
"55615_at",11,10.5805762190223,6,5.68539611280244,0.545454545454545,0.537342768022497
"55796_at",11,10.5196388301822,6,5.67188156865914,0.545454545454545,0.539170751032422
"55858_at",11,10.5518145685773,6,5.67986389797414,0.545454545454545,0.538283141829315
"57523_at",11,10.6209614347655,6,5.8781109421833,0.545454545454545,0.553444335363323
"6205_at",11,10.6018439480312,6,5.74046632131488,0.545454545454545,0.541459235719172
"63933_at",11,10.4663345078962,6,5.70479079166951,0.545454545454545,0.545061003674743
"6405_at",11,10.6860484246807,6,5.78947715701494,0.545454545454545,0.54177904936716
"713_at",11,10.4699309727015,6,5.62949913013161,0.545454545454545,0.537682544881101
"7485_at",11,10.7007457706951,6,5.87766289061977,0.545454545454545,0.549276005296401
"7593_at",11,10.55793123505,6,5.79446832147853,0.545454545454545,0.548826109251608
"79751_at",11,10.6290681062726,6,5.86001418470344,0.545454545454545,0.551319657199793
"80345_at",11,10.6162032687867,6,5.76736880468356,0.545454545454545,0.543260962385726
"84267_at",11,10.4955622483558,6,5.67689642927414,0.545454545454545,0.540885404225337
"9066_at",11,10.6464132694774,6,5.80333705165778,0.545454545454545,0.545097856411003
"9545_at",11,10.6821051800697,6,5.86649352309044,0.545454545454545,0.549188893406139
"98_at",11,10.617555871526,6,5.80667614862,0.545454545454545,0.546893863228189
"11040_at",13,12.5154901218707,7,6.78298818739505,0.538461538461538,0.541967443651435
"221496_at",13,12.5533154010645,7,6.71755055510447,0.538461538461538,0.53512162647764
"254531_at",13,12.6322288205214,7,6.7991992959123,0.538461538461538,0.538242252615535
"29950_at",13,12.5235675633146,7,6.69203831226046,0.538461538461538,0.534355588248154
"3028_at",13,12.5039900514202,7,6.82128398093398,0.538461538461538,0.545528583506767
"3487_at",13,12.625283206133,7,6.85214677789964,0.538461538461538,0.542732124580862
"3868_at",13,12.5051173190122,7,6.73740255917728,0.538461538461538,0.538771639425887
"440145_at",13,12.4256703864183,7,6.79806667455934,0.538461538461538,0.547098584072361
"4643_at",13,12.4431827986088,7,6.79633278279638,0.538461538461538,0.546189258230315
"4691_at",13,12.5373189924464,7,6.70412157130581,0.538461538461538,0.534733269157861
"4942_at",13,12.6041520588905,7,6.74146325573862,0.538461538461538,0.534860514554283
