"id","feat_sampled","feat_sampled_wgt","feat_selected","feat_selected_wgt","imp","imp_wgt"
"23764_at",12,11.5220022379765,12,11.5220022379765,1,1
"23769_at",19,18.1410493861049,19,18.1410493861049,1,1
"241_at",15,14.4741876520494,15,14.4741876520494,1,1
"2475_at",3,2.9309141084455,3,2.9309141084455,1,1
"2528_at",11,10.678357499591,11,10.678357499591,1,1
"253039_at",1,0.979041720215051,1,0.979041720215051,1,1
"2534_at",22,21.1930749031728,22,21.1930749031728,1,1
"257019_at",15,14.6572355805844,15,14.6572355805844,1,1
"25878_at",16,15.4288919289303,16,15.4288919289303,1,1
"25937_at",14,13.3635870406136,14,13.3635870406136,1,1
"25939_at",10,9.69873566211693,10,9.69873566211693,1,1
"25948_at",11,10.7641453406544,11,10.7641453406544,1,1
"26022_at",2,1.95750329687427,2,1.95750329687427,1,1
"26027_at",11,10.6930823774068,11,10.6930823774068,1,1
"26035_at",2,1.95811010425658,2,1.95811010425658,1,1
"26064_at",22,21.3132196225611,22,21.3132196225611,1,1
"26156_at",20,19.3766212882394,20,19.3766212882394,1,1
"26233_at",2,1.94746834032303,2,1.94746834032303,1,1
"2624_at",9,8.65986042796709,9,8.65986042796709,1,1
"26524_at",20,19.3324044005413,20,19.3324044005413,1,1
"2669_at",15,14.4649674844519,15,14.4649674844519,1,1
"27000_at",19,18.1494667083409,19,18.1494667083409,1,1
"27044_at",14,13.6231676502147,14,13.6231676502147,1,1
"27122_at",13,12.6100458741969,13,12.6100458741969,1,1
"27154_at",19,18.4405252114635,19,18.4405252114635,1,1
"27284_at",13,12.4099305065753,13,12.4099305065753,1,1
"283450_at",7,6.81423045141728,7,6.81423045141728,1,1
"284119_at",12,11.6077961980496,12,11.6077961980496,1,1
"284217_at",15,14.6345039156671,15,14.6345039156671,1,1
"284273_at",18,17.5588537248793,18,17.5588537248793,1,1
"284613_at",12,11.6671609644538,12,11.6671609644538,1,1
"285382_at",10,9.72041024724177,10,9.72041024724177,1,1
"285958_at",8,7.76312804301443,8,7.76312804301443,1,1
"28755_at",9,8.66399865967376,9,8.66399865967376,1,1
"2879_at",16,15.5899126766951,16,15.5899126766951,1,1
"28996_at",3,2.92179252938272,3,2.92179252938272,1,1
"2908_at",10,9.72194225574553,10,9.72194225574553,1,1
"29761_at",4,3.88147343386679,4,3.88147343386679,1,1
"29953_at",13,12.5988816217432,13,12.5988816217432,1,1
"29974_at",17,16.45751628557,17,16.45751628557,1,1
"2_at",18,17.3959281114567,18,17.3959281114567,1,1
"3081_at",17,16.5022861341115,17,16.5022861341115,1,1
"308_at",10,9.61285592036028,10,9.61285592036028,1,1
"309_at",17,16.4216608132133,17,16.4216608132133,1,1
"3113_at",10,9.78110178103003,10,9.78110178103003,1,1
"3122_at",14,13.5959717938282,14,13.5959717938282,1,1
"3123_at",20,19.5174016055246,20,19.5174016055246,1,1
"3162_at",11,10.5587383032654,11,10.5587383032654,1,1
"330_at",7,6.67886093964305,7,6.67886093964305,1,1
"3373_at",16,15.6711721770321,16,15.6711721770321,1,1
"338094_at",14,13.6330027824217,14,13.6330027824217,1,1
"3383_at",16,15.6223320553661,16,15.6223320553661,1,1
"338557_at",10,9.68084596290246,10,9.68084596290246,1,1
"339290_at",20,19.2852841280609,20,19.2852841280609,1,1
"339977_at",17,16.3052738176596,17,16.3052738176596,1,1
"341_at",21,20.4753972012654,21,20.4753972012654,1,1
"344887_at",20,19.5217517416195,20,19.5217517416195,1,1
"347735_at",15,14.4999129195241,15,14.4999129195241,1,1
"348110_at",12,11.7524844518579,12,11.7524844518579,1,1
"3485_at",18,17.5576346203238,18,17.5576346203238,1,1
"3486_at",18,17.426491726734,18,17.426491726734,1,1
"3488_at",8,7.81978860041696,8,7.81978860041696,1,1
"3490_at",14,13.5155126651841,14,13.5155126651841,1,1
"3491_at",13,12.4953975520994,13,12.4953975520994,1,1
"3712_at",12,11.622550356785,12,11.622550356785,1,1
"374_at",15,14.3417167554486,15,14.3417167554486,1,1
"3790_at",5,4.85037125478931,5,4.85037125478931,1,1
"37_at",21,20.299629334876,21,20.299629334876,1,1
"3858_at",19,18.3539626013729,19,18.3539626013729,1,1
"387496_at",19,18.3586678256259,19,18.3586678256259,1,1
"387695_at",14,13.6065140083661,14,13.6065140083661,1,1
"387763_at",19,18.5772136943406,19,18.5772136943406,1,1
"388585_at",20,19.2324271929601,20,19.2324271929601,1,1
"388_at",19,18.3217872192985,19,18.3217872192985,1,1
"389084_at",16,15.4951317488315,16,15.4951317488315,1,1
"389337_at",17,16.4484606071187,17,16.4484606071187,1,1
"3908_at",3,2.93774064004304,3,2.93774064004304,1,1
"3936_at",11,10.6674292069058,11,10.6674292069058,1,1
"3956_at",16,15.403632366517,16,15.403632366517,1,1
"3992_at",13,12.5126569784627,13,12.5126569784627,1,1
"400451_at",3,2.94029924885655,3,2.94029924885655,1,1
"4013_at",16,15.3179684019893,16,15.3179684019893,1,1
"4060_at",13,12.4227052779501,13,12.4227052779501,1,1
"4061_at",22,21.2843204868858,22,21.2843204868858,1,1
"4151_at",12,11.7359058429113,12,11.7359058429113,1,1
"4254_at",3,2.92801521752244,3,2.92801521752244,1,1
"440_at",27,26.1696185728313,27,26.1696185728313,1,1
"441733_at",16,15.5461297211878,16,15.5461297211878,1,1
"441951_at",20,19.4652930523301,20,19.4652930523301,1,1
"4478_at",13,12.3646816656456,13,12.3646816656456,1,1
"4520_at",15,14.5278341170851,15,14.5278341170851,1,1
"4583_at",14,13.7139551897425,14,13.7139551897425,1,1
"4585_at",10,9.6488107300083,10,9.6488107300083,1,1
"4609_at",13,12.4814815142951,13,12.4814815142951,1,1
"4664_at",18,17.4052771641886,18,17.4052771641886,1,1
"4811_at",17,16.44327826864,17,16.44327826864,1,1
"4837_at",22,21.2706975653894,22,21.2706975653894,1,1
"489_at",15,14.4927284852725,15,14.4927284852725,1,1
"5029_at",13,12.511408143088,13,12.511408143088,1,1
"5046_at",11,10.6819583421081,11,10.6819583421081,1,1
"5050_at",14,13.7073339640767,14,13.7073339640767,1,1
"50636_at",15,14.3734836190016,15,14.3734836190016,1,1
"50807_at",15,14.5228839700047,15,14.5228839700047,1,1
"50861_at",28,27.0134394992435,28,27.0134394992435,1,1
"51068_at",12,11.683348266546,12,11.683348266546,1,1
"51250_at",13,12.5005542510931,13,12.5005542510931,1,1
"51256_at",1,0.980032020314536,1,0.980032020314536,1,1
"51321_at",9,8.66066482941314,9,8.66066482941314,1,1
"51330_at",12,11.7116833530862,12,11.7116833530862,1,1
"51479_at",6,5.88789991880811,6,5.88789991880811,1,1
"5175_at",9,8.760208345461,9,8.760208345461,1,1
"5176_at",18,17.4356312746493,18,17.4356312746493,1,1
"51816_at",2,1.95238897240906,2,1.95238897240906,1,1
"5209_at",18,17.2642978956996,18,17.2642978956996,1,1
"5229_at",14,13.6692312992216,14,13.6692312992216,1,1
"5292_at",3,2.9364544702861,3,2.9364544702861,1,1
"5329_at",7,6.85090420194353,7,6.85090420194353,1,1
"5360_at",20,19.3837047527912,20,19.3837047527912,1,1
"5376_at",13,12.6159067115231,13,12.6159067115231,1,1
"53827_at",19,18.4313064809641,19,18.4313064809641,1,1
"54206_at",16,15.524948263535,16,15.524948263535,1,1
"54541_at",18,17.5298177536928,18,17.5298177536928,1,1
"54576_at",17,16.2848746631901,17,16.2848746631901,1,1
"54578_at",16,15.5545109429273,16,15.5545109429273,1,1
"54596_at",17,16.3751594300681,17,16.3751594300681,1,1
"54806_at",5,4.80398816991213,5,4.80398816991213,1,1
"54827_at",24,23.090408250066,24,23.090408250066,1,1
"54843_at",18,17.5242142925572,18,17.5242142925572,1,1
"54855_at",20,19.2776823978986,20,19.2776823978986,1,1
"54933_at",18,17.3761976264988,18,17.3761976264988,1,1
"55020_at",10,9.66037416179456,10,9.66037416179456,1,1
"55040_at",14,13.6575861726609,14,13.6575861726609,1,1
"55193_at",3,2.82312811438677,3,2.82312811438677,1,1
"553103_at",11,10.5877835899155,11,10.5877835899155,1,1
"55466_at",10,9.79301205460715,10,9.79301205460715,1,1
"5552_at",17,16.37117228965,17,16.37117228965,1,1
"55552_at",7,6.80323658616393,7,6.80323658616393,1,1
"55556_at",18,17.4214488256088,18,17.4214488256088,1,1
"55592_at",18,17.2352832565735,18,17.2352832565735,1,1
"5567_at",13,12.6393936001476,13,12.6393936001476,1,1
"55748_at",5,4.887221742898,5,4.887221742898,1,1
"55779_at",14,13.5089188364168,14,13.5089188364168,1,1
"55793_at",11,10.6038966731181,11,10.6038966731181,1,1
"55911_at",15,14.6363128097937,15,14.6363128097937,1,1
"5621_at",16,15.4627243709111,16,15.4627243709111,1,1
"5654_at",14,13.5987007712249,14,13.5987007712249,1,1
"56937_at",17,16.4876195510902,17,16.4876195510902,1,1
"56987_at",17,16.3298491342465,17,16.3298491342465,1,1
"57016_at",15,14.5351054694477,15,14.5351054694477,1,1
"57186_at",1,0.903963411911407,1,0.903963411911407,1,1
"57493_at",14,13.4270685316091,14,13.4270685316091,1,1
"57568_at",13,12.6187289716655,13,12.6187289716655,1,1
"57614_at",17,16.5618420947972,17,16.5618420947972,1,1
"5782_at",11,10.669541474293,11,10.669541474293,1,1
"5787_at",11,10.6596673439861,11,10.6596673439861,1,1
"5827_at",12,11.5726981705545,12,11.5726981705545,1,1
"58495_at",8,7.82541417324257,8,7.82541417324257,1,1
"58499_at",2,1.95985956537268,2,1.95985956537268,1,1
"59277_at",13,12.5665095410241,13,12.5665095410241,1,1
"5937_at",12,11.7346753967095,12,11.7346753967095,1,1
"5961_at",11,10.6121306040144,11,10.6121306040144,1,1
"5998_at",17,16.3733774428723,17,16.3733774428723,1,1
"59_at",14,13.1671443233852,14,13.1671443233852,1,1
"60481_at",15,14.5711648588281,15,14.5711648588281,1,1
"60490_at",16,15.3659428442128,16,15.3659428442128,1,1
"6132_at",10,9.54334824257293,10,9.54334824257293,1,1
"619279_at",4,3.88610300965326,4,3.88610300965326,1,1
"6198_at",10,9.58690122394998,10,9.58690122394998,1,1
"622_at",14,13.5606418503243,14,13.5606418503243,1,1
"6296_at",16,15.3410215398653,16,15.3410215398653,1,1
"63027_at",22,21.3506663878413,22,21.3506663878413,1,1
"6337_at",15,14.5662361583885,15,14.5662361583885,1,1
"633_at",20,19.3904639756702,20,19.3904639756702,1,1
"64359_at",18,17.2820454819112,18,17.2820454819112,1,1
"64744_at",18,17.4667239312104,18,17.4667239312104,1,1
"64770_at",13,12.6093788727905,13,12.6093788727905,1,1
"6482_at",12,11.6794832832955,12,11.6794832832955,1,1
"649446_at",11,10.7560776950332,11,10.7560776950332,1,1
"6503_at",11,10.7190319968639,11,10.7190319968639,1,1
"65265_at",15,14.4402324613033,15,14.4402324613033,1,1
"653808_at",16,15.4226722098925,16,15.4226722098925,1,1
"6549_at",9,8.78038511025875,9,8.78038511025875,1,1
"6554_at",16,15.5476574821372,16,15.5476574821372,1,1
"6633_at",19,18.1908247516254,19,18.1908247516254,1,1
"665_at",11,10.7325985219953,11,10.7325985219953,1,1
"6678_at",19,18.2582511261361,19,18.2582511261361,1,1
"686_at",16,15.5983101542635,16,15.5983101542635,1,1
"6876_at",15,14.531500889509,15,14.531500889509,1,1
"6925_at",18,17.3915336745063,18,17.3915336745063,1,1
"7052_at",13,12.5787749041719,13,12.5787749041719,1,1
"7070_at",8,7.82714377255221,8,7.82714377255221,1,1
"7074_at",7,6.71552044921544,7,6.71552044921544,1,1
"7078_at",17,16.2542672678066,17,16.2542672678066,1,1
"7128_at",13,12.6373070592687,13,12.6373070592687,1,1
"7145_at",19,18.2324217174721,19,18.2324217174721,1,1
"716_at",16,15.4464287483112,16,15.4464287483112,1,1
"7311_at",11,10.705913674671,11,10.705913674671,1,1
"7431_at",14,13.4602782471518,14,13.4602782471518,1,1
"7456_at",21,20.2812110997983,21,20.2812110997983,1,1
"759_at",16,15.3692360454485,16,15.3692360454485,1,1
"760_at",12,11.4903434149961,12,11.4903434149961,1,1
"7782_at",13,12.6795452560589,13,12.6795452560589,1,1
"7786_at",4,3.84479186346451,4,3.84479186346451,1,1
"7805_at",21,20.5327273030766,21,20.5327273030766,1,1
"7846_at",16,15.5199715817973,16,15.5199715817973,1,1
"7852_at",22,21.467592761961,22,21.467592761961,1,1
"79001_at",15,14.4094796433049,15,14.4094796433049,1,1
"79157_at",10,9.73270117137458,10,9.73270117137458,1,1
"79875_at",17,16.2013650550862,17,16.2013650550862,1,1
"79901_at",15,14.679059271727,15,14.679059271727,1,1
"800_at",15,14.5228797139109,15,14.5228797139109,1,1
"80148_at",13,12.5773686114367,13,12.5773686114367,1,1
"80150_at",4,3.88599299405631,4,3.88599299405631,1,1
"80157_at",13,12.6225407340768,13,12.6225407340768,1,1
"80168_at",23,22.3250376444229,23,22.3250376444229,1,1
"80176_at",16,15.3823214622581,16,15.3823214622581,1,1
"80301_at",19,18.1739355287506,19,18.1739355287506,1,1
"80344_at",15,14.4634305508454,15,14.4634305508454,1,1
"80765_at",23,22.2685961855817,23,22.2685961855817,1,1
"80781_at",18,17.4663966042975,18,17.4663966042975,1,1
"80833_at",13,12.5385784968686,13,12.5385784968686,1,1
"813_at",19,18.3197645752528,19,18.3197645752528,1,1
"81606_at",15,14.603942296046,15,14.603942296046,1,1
"81847_at",1,0.98080395372506,1,0.98080395372506,1,1
"81855_at",21,20.3509996255604,21,20.3509996255604,1,1
"81875_at",12,11.4399262798668,12,11.4399262798668,1,1
"8284_at",11,10.5937984610904,11,10.5937984610904,1,1
"83714_at",17,16.5961152183294,17,16.5961152183294,1,1
"83787_at",12,11.7106669746863,12,11.7106669746863,1,1
"83861_at",14,13.5850363703172,14,13.5850363703172,1,1
"84128_at",10,9.5967814336668,10,9.5967814336668,1,1
"84307_at",19,18.3096765868652,19,18.3096765868652,1,1
"84366_at",11,10.7422968104617,11,10.7422968104617,1,1
"8437_at",15,14.3764102033863,15,14.3764102033863,1,1
"84525_at",14,13.4751308247268,14,13.4751308247268,1,1
"84666_at",11,10.7012571117685,11,10.7012571117685,1,1
"84706_at",1,0.977637777250633,1,0.977637777250633,1,1
"84793_at",14,13.6140037748909,14,13.6140037748909,1,1
"84905_at",14,13.4679698738089,14,13.4679698738089,1,1
"84913_at",13,12.6148290713365,13,12.6148290713365,1,1
"85315_at",16,15.5050899269064,16,15.5050899269064,1,1
"85364_at",1,0.98096252114026,1,0.98096252114026,1,1
"8537_at",21,20.3942227606045,21,20.3942227606045,1,1
"85439_at",10,9.39738619209361,10,9.39738619209361,1,1
"85462_at",20,19.4672050014068,20,19.4672050014068,1,1
"8553_at",16,15.4127841483618,16,15.4127841483618,1,1
"864_at",8,7.83940498530816,8,7.83940498530816,1,1
"8660_at",18,17.6126028790506,18,17.6126028790506,1,1
"8682_at",17,16.4549502321359,17,16.4549502321359,1,1
"8795_at",14,13.5442083263044,14,13.5442083263044,1,1
"8870_at",15,14.6880460236013,15,14.6880460236013,1,1
"8904_at",16,15.5615258132487,16,15.5615258132487,1,1
"89797_at",3,2.93426055387473,3,2.93426055387473,1,1
"8985_at",18,17.5451476482684,18,17.5451476482684,1,1
"9037_at",14,13.6538790339201,14,13.6538790339201,1,1
"9056_at",17,16.5214179783149,17,16.5214179783149,1,1
"9159_at",16,15.5937319990308,16,15.5937319990308,1,1
"91607_at",13,12.647824351462,13,12.647824351462,1,1
"91624_at",6,5.82235736528083,6,5.82235736528083,1,1
"9215_at",6,5.75003707864151,6,5.75003707864151,1,1
"9296_at",9,8.64659788106497,9,8.64659788106497,1,1
"93517_at",12,11.6457162902579,12,11.6457162902579,1,1
"94005_at",14,13.5955836831064,14,13.5955836831064,1,1
"94122_at",19,18.5261109705004,19,18.5261109705004,1,1
"9465_at",13,12.6157357927157,13,12.6157357927157,1,1
"9501_at",10,9.61957033649935,10,9.61957033649935,1,1
"957_at",11,10.5826397036938,11,10.5826397036938,1,1
"9592_at",16,15.550921201966,16,15.550921201966,1,1
"963_at",13,12.5450286538858,13,12.5450286538858,1,1
"9663_at",19,18.4099933499859,19,18.4099933499859,1,1
"9721_at",16,15.2804863902589,16,15.2804863902589,1,1
"975_at",19,18.4574979492362,19,18.4574979492362,1,1
"9805_at",19,18.4210961725114,19,18.4210961725114,1,1
"9912_at",16,15.6174259462018,16,15.6174259462018,1,1
"9921_at",9,8.73885333184483,9,8.73885333184483,1,1
"9935_at",23,22.3302359938222,23,22.3302359938222,1,1
"9980_at",11,10.5801647661861,11,10.5801647661861,1,1
"3399_at",27,25.9963164797466,26,25.0163888847579,0.962962962962963,0.962305136739194
"91_at",26,25.3357197567863,25,24.3508220461507,0.961538461538462,0.961126120746114
"54205_at",25,24.2278314444762,24,23.247248994879,0.96,0.959526610879541
"9121_at",25,24.2119366213646,24,23.2642668078268,0.96,0.960859396406086
"84262_at",24,23.2577456792186,23,22.2824051269718,0.958333333333333,0.958063839647265
"710_at",23,22.2820411969205,22,21.302008956722,0.956521739130435,0.956016945147111
"83871_at",23,22.2399584393934,22,21.2633061714479,0.956521739130435,0.956085697254921
"84890_at",23,22.2998319656036,22,21.323962361685,0.956521739130435,0.956238701465382
"201501_at",22,21.2677156332247,21,20.2848006763008,0.954545454545455,0.953783707950828
"3915_at",22,21.0633290865231,21,20.1150106931665,0.954545454545455,0.954977753542134
"5202_at",22,21.2167276778952,21,20.2615794766872,0.954545454545455,0.954981361135951
"65986_at",22,20.8916206898419,21,19.9099958882268,0.954545454545455,0.95301346811775
"80195_at",22,21.3074950009908,21,20.3330355503341,0.954545454545455,0.954266822514266
"84168_at",22,21.316206018405,21,20.3406856063357,0.954545454545455,0.954235739172956
"100507062_at",21,20.0954696082986,20,19.1129723824334,0.952380952380952,0.951108521223135
"55257_at",21,20.1218296540031,20,19.1430043937082,0.952380952380952,0.95135505681512
"8671_at",21,20.3637170751237,20,19.4536602958365,0.952380952380952,0.955309888861157
"11099_at",20,19.2072756885694,19,18.222311397898,0.95,0.948719208978834
"29107_at",20,19.4686896439004,19,18.4920969197663,0.95,0.949837778402307
"718_at",20,19.3677908664775,19,18.3857269796403,0.95,0.949293964726921
"719_at",20,19.3722762503159,19,18.3938256836097,0.95,0.94949222517461
"9473_at",20,19.4543566028099,19,18.4725422239909,0.95,0.949532415856033
"101928079_at",19,18.4899516532008,18,17.5067768962736,0.947368421052632,0.946826537171773
"1026_at",19,18.6013737467482,18,17.6166220677443,0.947368421052632,0.947060271332053
"146456_at",19,18.500995682127,18,17.5232260665522,0.947368421052632,0.947150432745661
"25960_at",19,18.4965764259514,18,17.5429628037124,0.947368421052632,0.948443776822337
"51196_at",19,18.2964372960132,18,17.321344188886,0.947368421052632,0.946705848174078
"57406_at",19,18.34350643128,18,17.3770820254903,0.947368421052632,0.947315176113677
"5886_at",19,18.3643906345389,18,17.3879668216753,0.947368421052632,0.946830590118944
"7422_at",19,18.3218028920883,18,17.3407923832223,0.947368421052632,0.946456660698515
"85027_at",19,18.4329565549495,18,17.4483864181216,0.947368421052632,0.946586423404576
"92211_at",19,18.3647532508223,18,17.3866900148478,0.947368421052632,0.94674236987471
